name,address,city,country,price,cuisine,url,award,greenstar,stars,longitude,latitude
Palmerston,"1 Palmerston Place, Edinburgh, EH12 5AF, United Kingdom",Edinburgh,United Kingdom,££,Modern Cuisine,https://www.thepalmerstonedinburgh.co.uk/,Selected Restaurants,0,0.25,-3.2151558,55.9470834
Pollini at Ladbroke Hall,"79 Barlby Road, Notting Hill, London, W10 6AZ, United Kingdom",London,United Kingdom,£££,Italian,https://ladbrokehall.com/restaurant/,Selected Restaurants,0,0.25,-0.2201775,51.5232079
The Pem,"22-28 Broadway, Whitehall, London, SW1H 0BH, United Kingdom",London,United Kingdom,£££,Modern British,https://thepemrestaurant.com,Selected Restaurants,0,0.25,-0.1328053,51.4995386
Puro by Tommy Thorn,"Rear of 32-34 Hill Road, Clevedon, BS21 7PH, United Kingdom",Clevedon,United Kingdom,££,Modern British,https://www.purorestaurant.co.uk/,Selected Restaurants,0,0.25,-2.8582,51.44325
Osters,"125 High Street, Gosforth, Newcastle Upon Tyne, NE3 1HA, United Kingdom",Newcastle Upon Tyne,United Kingdom,££,Seafood,https://www.osters.co.uk/,Selected Restaurants,0,0.25,-1.620273,55.0044566
The Bulls Head,"New Road, Holymoorside, S42 7EW, United Kingdom",Holymoorside,United Kingdom,£££,Modern British,https://www.bullsheadholymoorside.co.uk/,Selected Restaurants,0,0.25,-1.4944399,53.2195732
Café Spice Namasté,"1-2 Lower Dock Walk, Royal Albert Dock, London, E16 2GT, United Kingdom",London,United Kingdom,£,Indian,https://www.cafespice.co.uk,Selected Restaurants,0,0.25,0.0748988,51.5055435
CHAPTERS,"Lion Street, Hay-on-Wye, HR3 5AA, United Kingdom",Hay-on-Wye,United Kingdom,£££,Creative British,https://www.chaptershayonwye.co.uk,Selected Restaurants,1,0.25,-3.1248014,52.0747253
Fish & Forest,"13 Grape Lane, York, YO1 7HU, United Kingdom",York,United Kingdom,£££,Modern British,https://www.fishandforestrestaurant.com,Selected Restaurants,0,0.25,-1.08207,53.96088
Temple,"10 Granville Terrace, Bude, EX23 8JZ, United Kingdom",Bude,United Kingdom,££,Modern British,https://www.templecornwall.com,Selected Restaurants,0,0.25,-4.5450401,50.8291857
The Fuji Grill,"115 Sloane Street, Belgravia, London, SW1X 9PJ, United Kingdom",London,United Kingdom,££££,Japanese,https://www.beaverbrooktownhouse.co.uk/the-fuji-grill-sushi-bar/,Selected Restaurants,0,0.25,-0.1584907,51.4947198
The Victoria,"High Street, Oxshott, KT22 0JR, United Kingdom",Oxshott,United Kingdom,££,Modern British,https://thevictoriaoxshott.com,Selected Restaurants,0,0.25,-0.3565107,51.3319058
Bar des Prés - Mayfair,"16 Albemarle Street, Mayfair, London, W1S 4HW, United Kingdom",London,United Kingdom,££££,Asian,https://www.bardespres.com/london-restaurant/,Selected Restaurants,0,0.25,-0.1422697,51.5095881
The Baiting House,"Upper Sapey, WR6 6XT, United Kingdom",Upper Sapey,United Kingdom,££,Modern British,https://www.baitinghouse.co.uk,Selected Restaurants,0,0.25,-2.4636131,52.2657198
Lovage,"Bath Street, Bakewell, DE45 1DS, United Kingdom",Bakewell,United Kingdom,£££,Modern British,https://www.restaurantlovage.co.uk,Selected Restaurants,0,0.25,-1.674019,53.2142581
Fletcher's,"27 Princess Street, Plymouth, PL1 2EX, United Kingdom",Plymouth,United Kingdom,££,Modern British,https://fletchersrestaurant.co.uk,Selected Restaurants,0,0.25,-4.1438327,50.368726
Brett,"321 Great Western Road, Glasgow City, G4 9HR, United Kingdom",Glasgow City,United Kingdom,£££,"Modern British, Grills",https://www.brettrestaurant.co.uk/,Selected Restaurants,0,0.25,-4.2758349,55.8733034
The Angel Inn,"Polstead Street, Stoke-by-Nayland, CO6 4SA, United Kingdom",Stoke-by-Nayland,United Kingdom,£££,Modern Cuisine,https://www.angelinnsuffolk.co.uk,Selected Restaurants,0,0.25,0.8944118,51.9896559
The Pony Chew Valley,"Knowle Hill, Newtown, Chew Magna, BS40 8TQ, United Kingdom",Chew Magna,United Kingdom,££,Modern Cuisine,https://theponychewvalley.co.uk,Selected Restaurants,0,0.25,-2.5939492,51.3499796
Café Bohème,"21-23 Windmill Brae, Aberdeen City, AB11 6HU, United Kingdom",Aberdeen City,United Kingdom,££,Modern French,https://www.cafebohemerestaurant.co.uk,Selected Restaurants,0,0.25,-2.1034327,57.1447789
Claude Bosi's Oyster Bar,"Michelin House, 81 Fulham Road, Chelsea, London, SW3 6RD, United Kingdom",London,United Kingdom,£££,"Seafood, Classic Cuisine",https://claudebosi.com/oyster-bar/,Selected Restaurants,0,0.25,-0.1689085,51.4933119
Amazonico,"10 Berkeley Square, Mayfair, London, W1J 6BR, United Kingdom",London,United Kingdom,£££,South American,https://amazonicorestaurant.com/,Selected Restaurants,0,0.25,-0.144974,51.5097693
Savoy Grill,"Strand, London, WC2R 0EU, United Kingdom",London,United Kingdom,£££,French,https://www.gordonramsayrestaurants.com/savoy-grill/,Selected Restaurants,0,0.25,-0.1207042,51.5103135
The Broughton,"46-48A Broughton Street, Edinburgh, EH1 3SA, United Kingdom",Edinburgh,United Kingdom,££,Modern British,https://www.thebroughtonbar.com,Selected Restaurants,0,0.25,-3.1900335,55.9583843
MO,"Willersey Hill, Broadway, WR12 7LF, United Kingdom",Broadway,United Kingdom,££££,Modern Cuisine,https://www.dormyhouse.co.uk/eat/mo/,Selected Restaurants,0,0.25,-1.8273467,52.0408221
Number 16,"16 Byres Road, Glasgow City, G11 5JY, United Kingdom",Glasgow City,United Kingdom,££,Modern Cuisine,https://www.number16.co.uk,Selected Restaurants,0,0.25,-4.2990336,55.8707649
Clockspire,"Gainsborough, Milborne Port, DT9 5BA, United Kingdom",Milborne Port,United Kingdom,£££,Modern British,https://www.theclockspire.com,Selected Restaurants,0,0.25,-2.4663281,50.9657495
Cord by Le Cordon Bleu,"85 Fleet Street, City of London, London, EC4Y 1AE, United Kingdom",London,United Kingdom,£££,Modern Cuisine,https://www.cordrestaurant.co.uk,Selected Restaurants,0,0.25,-0.1058925,51.5139356
aizle,"38 Charlotte Square, Edinburgh, EH2 4HQ, United Kingdom",Edinburgh,United Kingdom,£££,"Modern Cuisine, Seasonal Cuisine",https://www.aizle.co.uk/,Selected Restaurants,0,0.25,-3.2060383,55.9515087
Atrium,"Upper Slaughter, GL54 2JD, United Kingdom",Upper Slaughter,United Kingdom,££££,Modern Cuisine,https://www.lordsofthemanor.com/dine/the-atrium/,Selected Restaurants,0,0.25,-1.7745738,51.9065774
Paradise,"61 Rupert Street, Soho, London, W1D 7PW, United Kingdom",London,United Kingdom,£££,"Sri Lankan, Contemporary",https://paradisesoho.com/,Selected Restaurants,0,0.25,-0.1337855,51.5122031
Bottega Caruso,"2-4 Broad Street, Margate, CT9 1EW, United Kingdom",Margate,United Kingdom,££,Italian,https://bottegacaruso.com,Selected Restaurants,0,0.25,1.3821848,51.3897539
Decimo,"10 Argyle Street, King’s Cross, London, WC1H 8EG, United Kingdom",London,United Kingdom,££,Spanish,https://www.decimo.london,Selected Restaurants,0,0.25,-0.1244107,51.5296068
Bubala,"65 Commercial Street, Spitalfields, London, E1 6BD, United Kingdom",London,United Kingdom,££,"Middle Eastern, Vegetarian",https://bubala.co.uk,Selected Restaurants,0,0.25,-0.0742101,51.5179355
Wild Tavern,"2 Elystan Street, Chelsea, London, SW3 3NS, United Kingdom",London,United Kingdom,£££,Italian,https://www.wildtavern.co.uk/,Selected Restaurants,0,0.25,-0.165942,51.4906591
Oren,"89 Shacklewell Lane, Dalston, London, E8 2EB, United Kingdom",London,United Kingdom,££,"Mediterranean Cuisine, Middle Eastern",https://www.orenlondon.com,Selected Restaurants,0,0.25,-0.0702987,51.5528693
Twenty Seven,"9 Mill Street, Kingsbridge, TQ7 1ED, United Kingdom",Kingsbridge,United Kingdom,£££,Modern British,https://27devon.co.uk,Selected Restaurants,0,0.25,-3.7778802,50.2834524
Hannah,"County Hall Building, Southbank Riverside, Belvedere Road, Lambeth, London, SE1 7PB, United Kingdom",London,United Kingdom,££££,Japanese,https://www.hannahrestaurant.london,Selected Restaurants,0,0.25,-0.1186308,51.5010272
Covino,"118 Northgate Street, Chester, CH1 2HT, United Kingdom",Chester,United Kingdom,££,Mediterranean Cuisine,https://www.covino.co.uk,Selected Restaurants,0,0.25,-2.8928781,53.1932354
Woodsman,"4 Chapel Street, Stratford-on-Avon, CV37 6HA, United Kingdom",Stratford-on-Avon,United Kingdom,££,Meats and Grills,https://thewoodsmanrestaurant.co.uk,Selected Restaurants,0,0.25,-1.7079909,52.1906723
Vanderlyle,"38 - 40 Mill Road, Cambridge, CB1 2AD, United Kingdom",Cambridge,United Kingdom,£££,Vegetarian,https://www.vanderlyle-restaurant.com,Selected Restaurants,0,0.25,0.134599,52.2009825
Sapori,"40 Stadon Road, Anstey, LE7 7AY, United Kingdom",Anstey,United Kingdom,£££,Italian,https://www.sapori-restaurant.co.uk,Selected Restaurants,0,0.25,-1.1882235,52.6731463
Nest,"374-378 Old Street, Shoreditch, London, EC1V 9LT, United Kingdom",London,United Kingdom,£££,Modern British,https://www.nestfood.co.uk,Selected Restaurants,0,0.25,-0.0796771,51.5271332
Silo,"Unit 7, Queens Yard, Hackney Wick, London, E9 5EN, United Kingdom",London,United Kingdom,£££,Modern Cuisine,https://silolondon.com,Selected Restaurants,1,0.25,-0.0219865,51.5428444
Clunie Dining Room,"Mar Road, Braemar, AB35 5YN, United Kingdom",Braemar,United Kingdom,£££,Modern Cuisine,https://thefifearms.com/eat-drink/the-clunie-dining-room/,Selected Restaurants,0,0.25,-3.4002315,57.0059263
The Plough,"Main Street, Wombleton, YO62 7RW, United Kingdom",Wombleton,United Kingdom,£££,Traditional Cuisine,https://www.ploughwombleton.uk/,Selected Restaurants,0,0.25,-0.9746423,54.2476502
The Angel,"2 South Embankment, Dartmouth, TQ6 9BH, United Kingdom",Dartmouth,United Kingdom,£££,Modern British,https://www.theangeldartmouth.co.uk,Selected Restaurants,0,0.25,-3.5774728,50.3511363
Docket Restaurant,"33 High Street, Whitchurch, SY13 1AZ, United Kingdom",Whitchurch,United Kingdom,££££,Modern British,https://docketrestaurant.com,Selected Restaurants,0,0.25,-2.6844908,52.9700295
Shibden Mill Inn,"Shibden Mill Fold, Halifax, HX3 7UL, United Kingdom",Halifax,United Kingdom,££,Modern British,https://www.shibdenmillinn.com,Selected Restaurants,0,0.25,-1.8476016,53.7414253
Angelina,"56 Dalston Lane, Dalston, London, E8 3AH, United Kingdom",London,United Kingdom,£££,"Italian, Japanese Contemporary",https://www.angelina.london,Selected Restaurants,0,0.25,-0.0712777,51.5461568
Akira,"Japan House, 101-111 Kensington High Street, Kensington, London, W8 5SA, United Kingdom",London,United Kingdom,£££,Japanese,https://akira-restaurant.co.uk,Selected Restaurants,0,0.25,-0.19171,51.5015932
Through the Woods,"212 Middle Lane, Crouch End, London, N8 7LA, United Kingdom",London,United Kingdom,£££,Modern British,https://www.throughthewoods.london/,Selected Restaurants,0,0.25,-0.12183,51.58662
Rathfinny Tasting Room,"Rathfinny Wine Estate, Alfriston, BN26 5TU, United Kingdom",Alfriston,United Kingdom,££,Modern British,https://rathfinnyestate.com/tasting-room/,Selected Restaurants,0,0.25,0.1303958,50.7977378
The Three Horseshoes,"Batcombe, BA4 6HE, United Kingdom",Batcombe,United Kingdom,££,Traditional British,https://thethreehorseshoesbatcombe.co.uk,Selected Restaurants,0,0.25,-2.44428,51.15
No. Fifty Cheyne,"50 Cheyne Walk, Chelsea, London, SW3 5LR, United Kingdom",London,United Kingdom,£££,"Modern British, Modern Cuisine",https://fiftycheyne.com,Selected Restaurants,0,0.25,-0.1694066,51.4833362
Kerridge's Bar & Grill,"Whitehall Place, Whitehall, London, SW1A 2BD, United Kingdom",London,United Kingdom,££££,Modern British,https://www.kerridgesbarandgrill.co.uk,Selected Restaurants,0,0.25,-0.1247023,51.5067648
Tamarind,"20 Queen Street, Mayfair, London, W1J 5PR, United Kingdom",London,United Kingdom,£££,Indian,https://www.tamarindrestaurant.com,Selected Restaurants,0,0.25,-0.1471328,51.5070091
Whitstable Oyster Company,"Royal Native Oyster Stores, Horsebridge, Whitstable, CT5 1BU, United Kingdom",Whitstable,United Kingdom,££,Seafood,https://whitstableoystercompany.com/,Selected Restaurants,0,0.25,1.0232621,51.3608685
Smoke & Salt,"115 Tooting High Street, Tooting, London, SW17 0SY, United Kingdom",London,United Kingdom,£££,Modern Cuisine,https://www.smokeandsalt.com,Selected Restaurants,0,0.25,-0.1698057,51.4260557
The Grill,"53 Park Lane, Mayfair, London, W1K 1QA, United Kingdom",London,United Kingdom,£££,British Contemporary,https://www.dorchestercollection.com/en/london/the-dorchester/restaurants-bars/the-grill-at-the-dorchester/,Selected Restaurants,0,0.25,-0.152219,51.5070936
Inver,"Strathlachlan, Strachur, PA27 8BU, United Kingdom",Strachur,United Kingdom,££££,Modern British,https://inverrestaurant.co.uk/,Selected Restaurants,1,0.25,-5.2066967,56.1056447
Y Talbot,"Tregaron, SY25 6JL, United Kingdom",Tregaron,United Kingdom,££,Traditional Cuisine,https://www.ytalbot.com,Selected Restaurants,0,0.25,-3.9326439,52.2194683
Collinsons,"122-124 Brown Street, Broughty Ferry, DD5 1EN, United Kingdom",Broughty Ferry,United Kingdom,££,Classic Cuisine,https://www.collinsonsrestaurant.com,Selected Restaurants,0,0.25,-2.877248,56.4668604
Killingworth Castle,"Glympton Road, Wootton, OX20 1EJ, United Kingdom",Wootton,United Kingdom,££,Traditional British,https://www.thekillingworthcastle.com,Selected Restaurants,0,0.25,-1.3646549,51.8796856
Chesil Rectory,"1 Chesil Street, Winchester, SO23 0HU, United Kingdom",Winchester,United Kingdom,££,British Contemporary,https://www.chesilrectory.co.uk,Selected Restaurants,0,0.25,-1.3071135,51.0608063
Augustus,"3 The Courtyard, St. James Street, Taunton, TA1 1JR, United Kingdom",Taunton,United Kingdom,££,Modern British,https://www.augustustaunton.co.uk,Selected Restaurants,0,0.25,-3.1024135,51.017158
Dobson & Parnell,"19-21 Queen Street, Newcastle Upon Tyne, NE1 3UG, United Kingdom",Newcastle Upon Tyne,United Kingdom,££,Modern Cuisine,https://www.dobsonandparnell.co.uk,Selected Restaurants,0,0.25,-1.6065187,54.9693386
The Seafood Restaurant,"Riverside, Padstow, PL28 8BY, United Kingdom",Padstow,United Kingdom,£££,Seafood,https://www.rickstein.com/,Selected Restaurants,0,0.25,-4.9366639,50.540102
Henry Robertson,"Palé Estate, Llandderfel, LL23 7PS, United Kingdom",Llandderfel,United Kingdom,££,Modern British,https://www.palehall.co.uk,Selected Restaurants,1,0.25,-3.5144635,52.9129032
Arras,"The Old Coach House, Peasholme Green, York, YO1 7PW, United Kingdom",York,United Kingdom,£££,Modern Cuisine,https://arrasrestaurant.co.uk/,Selected Restaurants,0,0.25,-1.0754505,53.9605767
Purslane,"33a St. Stephen Street, Edinburgh, EH3 5AH, United Kingdom",Edinburgh,United Kingdom,££££,Modern Cuisine,https://www.purslanerestaurant.co.uk,Selected Restaurants,0,0.25,-3.206793,55.9578926
Number One,"1 Princes Street, Edinburgh, EH2 2EQ, United Kingdom",Edinburgh,United Kingdom,££££,Modern Cuisine,https://www.roccofortehotels.com/hotels-and-resorts/the-balmoral-hotel/dining/number-one/,Selected Restaurants,0,0.25,-3.1898992,55.9530474
The Longs Arms,"South Wraxall, BA15 2SB, United Kingdom",South Wraxall,United Kingdom,££,Traditional British,https://www.thelongsarms.com,Selected Restaurants,0,0.25,-2.2428463,51.3819561
The Little Chartroom,"14 Bonnington Road, Leith, EH6 5JD, United Kingdom",Leith,United Kingdom,£££,Modern British,https://www.thelittlechartroom.com,Selected Restaurants,0,0.25,-3.1758674,55.9725949
Where The Light Gets In,"7 Rostron Brow, Stockport, SK1 7JY, United Kingdom",Stockport,United Kingdom,££££,Modern British,https://www.wtlgi.co/,Selected Restaurants,1,0.25,-2.1559164,53.4109402
5 North St,"5 North Street, Winchcombe, GL54 5LH, United Kingdom",Winchcombe,United Kingdom,£££,Modern British,https://www.5northstreetrestaurant.co.uk,Selected Restaurants,0,0.25,-1.9640028,51.9536737
The Bower House,"2-4 Market Place, Shipston-on-Stour, CV36 4AG, United Kingdom",Shipston-on-Stour,United Kingdom,££,Modern British,https://bower.house,Selected Restaurants,0,0.25,-1.6248154,52.0632441
The White Hart,"51 Stockport Road, Lydgate, Oldham, OL4 4JJ, United Kingdom",Oldham,United Kingdom,££,Modern British,https://www.thewhitehart.co.uk,Selected Restaurants,0,0.25,-2.0415,53.53588
Pilchards,"Port Gaverne, PL29 3SQ, United Kingdom",Port Gaverne,United Kingdom,££,"Seafood, Asian Influences",https://pilchardscafe.co.uk,Selected Restaurants,0,0.25,-4.8227316,50.592651
Salt,"8 Church Street, Stratford-on-Avon, CV37 6HB, United Kingdom",Stratford-on-Avon,United Kingdom,££££,Modern British,https://www.salt-restaurant.co.uk/,Selected Restaurants,0,0.25,-1.7092988,52.1896669
Cat Inn,"North Lane, West Hoathly, RH19 4PP, United Kingdom",West Hoathly,United Kingdom,££,Traditional British,https://www.catinn.co.uk,Selected Restaurants,0,0.25,-0.055458,51.0766642
The Old Bank,"10 Lynn Road, Snettisham, PE31 7LP, United Kingdom",Snettisham,United Kingdom,£££,Modern British,https://www.theoldbankbistro.co.uk,Selected Restaurants,0,0.25,0.5028772,52.8790397
Leaping Hare,"Wyken Vineyards, Stanton, IP31 2DW, United Kingdom",Stanton,United Kingdom,££,Modern British,https://wykenvineyards.co.uk,Selected Restaurants,0,0.25,0.8810125,52.3078742
Greene Oak,"Oakley Green, Windsor, SL4 5UW, United Kingdom",Windsor,United Kingdom,££,Modern Cuisine,https://thegreeneoak.co.uk,Selected Restaurants,0,0.25,-0.6633358,51.4798929
Arbequina,"72-74 Cowley Road, Oxford, OX4 1JB, United Kingdom",Oxford,United Kingdom,£,Spanish,https://arbequina.co.uk,Selected Restaurants,0,0.25,-1.2406398,51.7488274
The Anchor,"High Street, Ripley, GU23 6AE, United Kingdom",Ripley,United Kingdom,££,Modern British,https://www.ripleyanchor.co.uk,Selected Restaurants,0,0.25,-0.4929328,51.2997747
Kota,"Harbour Head, Porthleven, TR13 9JA, United Kingdom",Porthleven,United Kingdom,££,Asian Influences,https://kotarestaurant.co.uk,Selected Restaurants,0,0.25,-5.3162288,50.0853427
Hartnett Holder & Co,"Beaulieu Road, Lyndhurst, SO43 7FZ, United Kingdom",Lyndhurst,United Kingdom,£££,Italian,https://www.limewoodhotel.co.uk/,Selected Restaurants,0,0.25,-1.5547923,50.8624137
Mortimers,"17 Corve Street, Ludlow, SY8 1DA, United Kingdom",Ludlow,United Kingdom,£££,Modern British,https://www.mortimersludlow.co.uk,Selected Restaurants,0,0.25,-2.719248,52.370774
Wilder,"Market Street, Nailsworth, GL6 0BX, United Kingdom",Nailsworth,United Kingdom,££££,Modern Cuisine,https://www.dinewilder.co.uk,Selected Restaurants,0,0.25,-2.218966,51.6940714
The Elderflower,"4-5 Quay Street, Lymington, SO41 3AS, United Kingdom",Lymington,United Kingdom,££££,Modern Cuisine,https://elderflowerrestaurant.co.uk,Selected Restaurants,0,0.25,-1.5372652,50.7591258
Porthminster Beach Café,"Porthminster Beach, St Ives, TR26 2EB, United Kingdom",St Ives,United Kingdom,£££,Seafood,https://www.porthminstercafe.co.uk,Selected Restaurants,0,0.25,-5.4755479,50.2081531
Prawn on the Lawn,"11 Duke Street, Padstow, PL28 8AB, United Kingdom",Padstow,United Kingdom,££,Seafood,https://prawnonthelawn.com,Selected Restaurants,0,0.25,-4.939355,50.5415728
The Vineyard,"Stockcross, Newbury, RG20 8JU, United Kingdom",Newbury,United Kingdom,£££,Modern Cuisine,https://www.the-vineyard.co.uk,Selected Restaurants,0,0.25,-1.3659917,51.4131333
Tolcarne Inn,"Tolcarne Terrace, Newlyn, TR18 5PR, United Kingdom",Newlyn,United Kingdom,£££,Seafood,https://tolcarneinn.co.uk/,Selected Restaurants,0,0.25,-5.5484824,50.1070236
The Golden Ball,"Lower Assendon, Henley-on-Thames, RG9 6AH, United Kingdom",Henley-on-Thames,United Kingdom,£££,Modern British,https://www.goldenballhenley.co.uk,Selected Restaurants,0,0.25,-0.9289,51.55753
Orwells,"Shiplake Row, Binfield Heath, RG9 4DP, United Kingdom",Binfield Heath,United Kingdom,£££,Modern British,https://orwellsrestaurant.co.uk,Selected Restaurants,0,0.25,-0.9114523,51.5007231
Adam Reid at The French,"Midland Hotel, 16 Peter Street, Manchester, M60 2DS, United Kingdom",Manchester,United Kingdom,££££,Modern British,https://the-french-manchester.co.uk,Selected Restaurants,0,0.25,-2.2449364,53.4774829
Old Coastguard,"The Parade, Mousehole, TR19 6PR, United Kingdom",Mousehole,United Kingdom,££,Mediterranean Cuisine,https://www.oldcoastguardhotel.co.uk/,Selected Restaurants,0,0.25,-5.5369372,50.0847801
Bell Inn,"Langford, GL7 3LF, United Kingdom",Langford,United Kingdom,££,Traditional British,https://www.thebelllangford.com,Selected Restaurants,0,0.25,-1.6408646,51.7223258
Talbooth,"Gun Hill, Dedham, CO7 6HP, United Kingdom",Dedham,United Kingdom,£££,Traditional Cuisine,https://www.milsomhotels.com/talbooth-restaurant/,Selected Restaurants,0,0.25,0.9709331,51.9619669
Alford Arms,"Frithsden, HP1 3DD, United Kingdom",Frithsden,United Kingdom,££,Traditional British,https://alfordarms.co.uk,Selected Restaurants,0,0.25,-0.5276102,51.7778158
Cassons,"Arundel Road, Tangmere, PO18 0DU, United Kingdom",Tangmere,United Kingdom,£££,Modern Cuisine,https://www.cassonsrestaurant.co.uk,Selected Restaurants,0,0.25,-0.7180152,50.8548174
64°,"53 Meeting House Lane, Brighton and Hove, BN1 1HB, United Kingdom",Brighton and Hove,United Kingdom,£££,Modern British,https://64degrees.co.uk/,Selected Restaurants,0,0.25,-0.1409895,50.821487
The Pilgrim,"25 High Street, North Marston, MK18 3PD, United Kingdom",North Marston,United Kingdom,££,Modern Cuisine,https://www.thepilgrimpub.co.uk,Selected Restaurants,0,0.25,-0.8746653,51.8977636
Fox & Hounds,"2 High Street, Hunsdon, SG12 8NH, United Kingdom",Hunsdon,United Kingdom,££,Traditional Cuisine,https://foxandhounds-hunsdon.co.uk,Selected Restaurants,0,0.25,0.0535055,51.8071513
Coombeshead Farm,"Lewannick, PL15 7QQ, United Kingdom",Lewannick,United Kingdom,££,Country cooking,https://coombesheadfarm.co.uk,Selected Restaurants,1,0.25,-4.4297684,50.5945366
Longueville Manor,"Longueville Road, Saint Saviour, JE2 7WF, United Kingdom",Saint Saviour,United Kingdom,£££,Modern Cuisine,https://www.longuevillemanor.com/,Selected Restaurants,0,0.25,-2.0794255,49.1837597
Punch Bowl Inn,"Crosthwaite, LA8 8HR, United Kingdom",Crosthwaite,United Kingdom,££,Modern British,https://www.the-punchbowl.co.uk,Selected Restaurants,0,0.25,-2.8529613,54.3133193
Seahorse,"5 South Embankment, Dartmouth, TQ6 9BH, United Kingdom",Dartmouth,United Kingdom,£££,Seafood,https://seahorserestaurant.co.uk/,Selected Restaurants,0,0.25,-3.5776442,50.350816
Durham Ox,"Westway, Crayke, YO61 4TE, United Kingdom",Crayke,United Kingdom,££,Traditional British,https://thedurhamox.com,Selected Restaurants,0,0.25,-1.1420157,54.1273962
Purslane,"16 Rodney Road, Cheltenham, GL50 1JJ, United Kingdom",Cheltenham,United Kingdom,£££,Modern British,https://www.purslane-restaurant.co.uk/,Selected Restaurants,0,0.25,-2.0738811,51.8991341
etch. by Steven Edwards,"216 Church Rd, Hove, Brighton and Hove, BN3 2DJ, United Kingdom",Brighton and Hove,United Kingdom,££,Modern British,https://www.etchfood.co.uk,Selected Restaurants,0,0.25,-0.1785304,50.8286717
Bunch of Grapes,"14 Silver Street, Bradford-on-Avon, BA15 1JY, United Kingdom",Bradford-on-Avon,United Kingdom,££,Modern British,https://www.thebunchofgrapes.com,Selected Restaurants,0,0.25,-2.2492006,51.3481363
Adelina Yard,"3 Queen Quay, Welsh Back, City of Bristol, BS1 4SL, United Kingdom",City of Bristol,United Kingdom,£££,Modern Cuisine,https://www.adelinayard.com,Selected Restaurants,0,0.25,-2.592579,51.4505116
Sumas,"Gorey Hill, Gorey, JE3 6ET, United Kingdom",Gorey,United Kingdom,£££,Modern Cuisine,https://www.sumasrestaurant.com/,Selected Restaurants,0,0.25,-2.0218966,49.1998338
Drunken Duck Inn,"Barngates, Ambleside, LA22 0NG, United Kingdom",Ambleside,United Kingdom,££,Modern British,https://drunkenduckinn.co.uk,Selected Restaurants,0,0.25,-3.001592,54.4027939
The Seaside Boarding House,"Cliff Road, Burton Bradstock, DT6 4RB, United Kingdom",Burton Bradstock,United Kingdom,££,Traditional British,https://theseasideboardinghouse.com,Selected Restaurants,0,0.25,-2.7240251,50.6972786
Harborne Kitchen,"175-179 High Street, Birmingham, B17 9QE, United Kingdom",Birmingham,United Kingdom,£££,Modern British,https://www.harbornekitchen.com,Selected Restaurants,0,0.25,-1.9497716,52.4586015
Little Fish Market,"10 Upper Market Street, Brighton and Hove, BN3 1AS, United Kingdom",Brighton and Hove,United Kingdom,££££,Seafood,https://www.thelittlefishmarket.co.uk,Selected Restaurants,0,0.25,-0.1573636,50.8248829
Chubby Castor,"Fitzwilliam Arms, 34 Peterborough Road, Castor, PE5 7AX, United Kingdom",Castor,United Kingdom,£££,Modern British,https://www.thechubbycastor.com,Selected Restaurants,0,0.25,-0.3440395,52.5725542
Fuzzy Duck,"Ilmington Road, Armscote, CV37 8DD, United Kingdom",Armscote,United Kingdom,££,Modern British,https://fuzzyduckarmscote.com/,Selected Restaurants,0,0.25,-1.6459587,52.1004129
Kentish Hare,"95 Bidborough Ridge, Royal Tunbridge Wells, Bidborough, TN3 0XB, United Kingdom",Bidborough,United Kingdom,£££,Modern Cuisine,https://www.thekentishhare.com,Selected Restaurants,0,0.25,0.236476,51.1694825
Bombay Bustle,"29 Maddox Street, Mayfair, London, W1S 2PA, United Kingdom",London,United Kingdom,££,Indian,https://bombaybustle.com/,Selected Restaurants,0,0.25,-0.142129,51.5129211
Lima,"31 Rathbone Place, Fitzrovia, London, W1T 1JH, United Kingdom",London,United Kingdom,£££,Peruvian,https://www.limalondon.com/,Selected Restaurants,0,0.25,-0.1344242,51.517793
Brasserie Zédel,"20 Sherwood Street, Soho, London, W1F 7ED, United Kingdom",London,United Kingdom,££,French,https://www.brasseriezedel.com/,Selected Restaurants,0,0.25,-0.1356086,51.5106156
Yauatcha Soho,"15 Broadwick Street, Soho, London, W1F 0DL, United Kingdom",London,United Kingdom,£££,Chinese,https://yauatcha.com/soho/,Selected Restaurants,0,0.25,-0.1351392,51.5137213
Royal China Club,"40-42 Baker Street, Marylebone, London, W1U 7AJ, United Kingdom",London,United Kingdom,£££,Chinese,https://www.royalchinagroup.co.uk/royalchinaclub,Selected Restaurants,0,0.25,-0.1556091,51.5183258
45 Jermyn St,"45 Jermyn Street, St James’s, London, SW1 6DN, United Kingdom",London,United Kingdom,£££,Traditional British,https://45jermynst.com/,Selected Restaurants,0,0.25,-0.1382966,51.5079936
Fischer's,"50 Marylebone High Street, Marylebone, London, W1U 5HN, United Kingdom",London,United Kingdom,£££,Austrian,https://www.fischers.co.uk,Selected Restaurants,0,0.25,-0.1516614,51.5216158
Clipstone,"5 Clipstone Street, Fitzrovia, London, W1W 6BB, United Kingdom",London,United Kingdom,££,Modern Cuisine,https://clipstonerestaurant.co.uk/,Selected Restaurants,0,0.25,-0.1422029,51.5208608
Nopi,"21-22 Warwick Street, Soho, London, W1B 5NE, United Kingdom",London,United Kingdom,£££,World Cuisine,https://ottolenghi.co.uk/restaurants/nopi,Selected Restaurants,0,0.25,-0.1385556,51.5117674
